identifier	sample_id	contig_id	BGC_start	BGC_end	BGC_length	deepBGC	GECCO	antiSMASH	merged	Product_class	Tool_representative	BGC_probability	mmseqs_lineage_contig
JAE009_NODE_4309_0	JAE009-metaspades	NODE_4309_length_4692_cov_15.637265	89.0	3713.0	3624.0	Yes			1	Unknown	deepBGC	0.72452	
JAE009_NODE_431_0	JAE009-metaspades	NODE_431_length_23042_cov_8.318180	12152.0	15737.0	3585.0	Yes			1	Polyketide	deepBGC	0.62405	
JAE009_NODE_4329_0	JAE009-metaspades	NODE_4329_length_4672_cov_3.012995	296.0	3761.0	3465.0	Yes			1	Unknown	deepBGC	0.61867	
JAE009_NODE_4331_0	JAE009-metaspades	NODE_4331_length_4671_cov_12.102036	186.0	4407.0	4221.0	Yes			1	Unknown	deepBGC	0.70028	
JAE009_NODE_4347_0	JAE009-metaspades	NODE_4347_length_4661_cov_6.238819	418.0	4535.0	4117.0	Yes			1	RiPP	deepBGC	0.61257	
JAE009_NODE_4417_0	JAE009-metaspades	NODE_4417_length_4595_cov_12.197357	56.0	4587.0	4531.0	Yes			1	RiPP	deepBGC	0.75736	
JAE009_NODE_4499_0	JAE009-metaspades	NODE_4499_length_4533_cov_8.314203	671.0	4195.0	3524.0	Yes			1	RiPP	deepBGC	0.64769	
JAE009_NODE_4520_0	JAE009-metaspades	NODE_4520_length_4519_cov_5.931004	453.0	4466.0	4013.0	Yes			1	RiPP	deepBGC	0.64567	
JAE009_NODE_4553_0	JAE009-metaspades	NODE_4553_length_4493_cov_11.706174	10.0	4000.0	3990.0	Yes			1	Unknown	deepBGC	0.62287	
JAE009_NODE_4561_0	JAE009-metaspades	NODE_4561_length_4488_cov_3.397248	161.0	4238.0	4077.0	Yes			1	NRP	deepBGC	0.60237	
JAE009_NODE_4623_0	JAE009-metaspades	NODE_4623_length_4453_cov_5.306503	273.0	4234.0	3961.0	Yes			1	Unknown	deepBGC	0.6365	
JAE009_NODE_4637_0	JAE009-metaspades	NODE_4637_length_4442_cov_4.803966	97.0	4418.0	4321.0	Yes			1	Polyketide	deepBGC	0.66567	
JAE009_NODE_468_0	JAE009-metaspades	NODE_468_length_22017_cov_4.536973	16194.0	21304.0	5110.0	Yes			1	Polyketide	deepBGC	0.82234	
JAE009_NODE_4777_0	JAE009-metaspades	NODE_4777_length_4330_cov_5.116725	1207.0	4258.0	3051.0	Yes			1	Unknown	deepBGC	0.77986	
JAE009_NODE_4834_0	JAE009-metaspades	NODE_4834_length_4292_cov_34.500826	165.0	4161.0	3996.0	Yes			1	Unknown	deepBGC	0.91131	
JAE009_NODE_4973_0	JAE009-metaspades	NODE_4973_length_4216_cov_8.419851	181.0	4127.0	3946.0	Yes			1	Terpene	deepBGC	0.63411	
JAE009_NODE_4997_0	JAE009-metaspades	NODE_4997_length_4203_cov_12.948891	33.0	3851.0	3818.0	Yes			1	Polyketide	deepBGC	0.6483	
JAE009_NODE_5_1	JAE009-metaspades	NODE_5_length_227253_cov_32.270795	55695.0	108122.0	52429.0	Yes	Yes	Yes	3	NRP	antiSMASH		
JAE009_NODE_5001_0	JAE009-metaspades	NODE_5001_length_4201_cov_4.858659	438.0	3766.0	3328.0	Yes			1	RiPP	deepBGC	0.69578	
JAE009_NODE_501_0	JAE009-metaspades	NODE_501_length_20990_cov_16.390064	284.0	17847.0	17563.0	Yes			1	RiPP	deepBGC	0.74032	
JAE009_NODE_5086_0	JAE009-metaspades	NODE_5086_length_4141_cov_18.875428	122.0	4125.0	4003.0	Yes			1	RiPP	deepBGC	0.93115	
JAE009_NODE_5091_0	JAE009-metaspades	NODE_5091_length_4138_cov_4.947343	39.0	4081.0	4042.0	Yes			1	Unknown	deepBGC	0.6841	
JAE009_NODE_5127_0	JAE009-metaspades	NODE_5127_length_4110_cov_3.491985	306.0	4048.0	3742.0	Yes			1	Unknown	deepBGC	0.655	
JAE009_NODE_5157_0	JAE009-metaspades	NODE_5157_length_4085_cov_6.317370	206.0	3945.0	3739.0	Yes			1	Terpene	deepBGC	0.69127	
JAE009_NODE_518_0	JAE009-metaspades	NODE_518_length_20385_cov_44.478455	1570.0	14986.0	13416.0	Yes			1	RiPP	deepBGC	0.72666	
JAE009_NODE_5225_0	JAE009-metaspades	NODE_5225_length_4048_cov_10.241673	55.0	3813.0	3758.0	Yes			1	Terpene	deepBGC	0.82309	
JAE009_NODE_530_0	JAE009-metaspades	NODE_530_length_20219_cov_56.397044	8018.0	15329.0	7311.0	Yes			1	RiPP	deepBGC	0.62148	
JAE009_NODE_5415_0	JAE009-metaspades	NODE_5415_length_3935_cov_5.350515	140.0	3761.0	3621.0	Yes			1	Unknown	deepBGC	0.68084	
JAE009_NODE_5441_0	JAE009-metaspades	NODE_5441_length_3922_cov_7.651927	110.0	3787.0	3677.0	Yes			1	RiPP	deepBGC	0.77698	
JAE009_NODE_546_0	JAE009-metaspades	NODE_546_length_19806_cov_5.631664	2447.0	10264.0	7817.0	Yes			1	Polyketide	deepBGC	0.6007	
JAE009_NODE_5498_0	JAE009-metaspades	NODE_5498_length_3883_cov_4.904911	436.0	3780.0	3344.0	Yes			1	Unknown	deepBGC	0.72697	
JAE009_NODE_5556_0	JAE009-metaspades	NODE_5556_length_3851_cov_17.884352	675.0	3770.0	3095.0	Yes			1	Polyketide	deepBGC	0.63294	
JAE009_NODE_56_0	JAE009-metaspades	NODE_56_length_63922_cov_9.358135	1165.0	7782.0	6617.0	Yes			1	Polyketide	deepBGC	0.88051	
JAE009_NODE_5625_0	JAE009-metaspades	NODE_5625_length_3813_cov_6.991485	3.0	3699.0	3696.0	Yes			1	Unknown	deepBGC	0.84842	
JAE009_NODE_5671_0	JAE009-metaspades	NODE_5671_length_3783_cov_4.924624	86.0	3360.0	3274.0	Yes			1	Polyketide	deepBGC	0.62488	
JAE009_NODE_5698_0	JAE009-metaspades	NODE_5698_length_3770_cov_2.957201	106.0	3243.0	3137.0	Yes			1	Terpene	deepBGC	0.81013	
JAE009_NODE_5738_0	JAE009-metaspades	NODE_5738_length_3746_cov_11.878353	136.0	3433.0	3297.0	Yes			1	Unknown	deepBGC	0.60062	
JAE009_NODE_58_1	JAE009-metaspades	NODE_58_length_63074_cov_33.481997	78.0	12971.0	12893.0	Yes			1	Unknown	deepBGC	0.60796	
JAE009_NODE_58_0	JAE009-metaspades	NODE_58_length_63074_cov_33.481997_A	14038.0	17790.0	3752.0	Yes			1	RiPP	deepBGC	0.60383	
JAE009_NODE_580_0	JAE009-metaspades	NODE_580_length_19031_cov_10.402034	1619.0	5448.0	3829.0	Yes			1	Unknown	deepBGC	0.60491	
JAE009_NODE_583_0	JAE009-metaspades	NODE_583_length_18956_cov_5.012592	5111.0	18792.0	13681.0	Yes			1	Unknown	deepBGC	0.63503	
JAE009_NODE_5839_0	JAE009-metaspades	NODE_5839_length_3697_cov_4.222405	59.0	3636.0	3577.0	Yes			1	Polyketide	deepBGC	0.61067	
JAE009_NODE_595_0	JAE009-metaspades	NODE_595_length_18775_cov_14.271261	8448.0	18407.0	9959.0	Yes			1	Unknown	deepBGC	0.6716	
JAE009_NODE_599_0	JAE009-metaspades	NODE_599_length_18755_cov_4.935775	12132.0	18732.0	6600.0	Yes			1	Unknown	deepBGC	0.77876	
JAE009_NODE_6060_0	JAE009-metaspades	NODE_6060_length_3591_cov_17.770645	46.0	3136.0	3090.0	Yes			1	NRP	deepBGC	0.66782	
JAE009_NODE_61_1	JAE009-metaspades	NODE_61_length_59592_cov_33.908309	33663.0	56620.0	22957.0	Yes		Yes	2	LAP	deepBGC	0.68949	
JAE009_NODE_62_0	JAE009-metaspades	NODE_62_length_59266_cov_17.243722	21767.0	26633.0	4866.0	Yes			1	RiPP	deepBGC	0.61693	
JAE009_NODE_628_0	JAE009-metaspades	NODE_628_length_18151_cov_14.013815	130.0	4210.0	4080.0	Yes			1	Polyketide	deepBGC	0.60801	
JAE009_NODE_635_0	JAE009-metaspades	NODE_635_length_18055_cov_10.601278	7120.0	17896.0	10776.0	Yes			1	Unknown	deepBGC	0.83912	
JAE009_NODE_644_0	JAE009-metaspades	NODE_644_length_17966_cov_15.197700	6544.0	14324.0	7780.0	Yes			1	Unknown	deepBGC	0.6384	
JAE009_NODE_6468_0	JAE009-metaspades	NODE_6468_length_3432_cov_4.007995	195.0	3364.0	3169.0	Yes			1	Polyketide	deepBGC	0.70896	
JAE009_NODE_6492_0	JAE009-metaspades	NODE_6492_length_3422_cov_5.580339	12.0	3237.0	3225.0	Yes			1	Unknown	deepBGC	0.848	
JAE009_NODE_653_0	JAE009-metaspades	NODE_653_length_17760_cov_44.935555	596.0	14262.0	13666.0	Yes			1	Other	deepBGC	0.9354	
JAE009_NODE_6544_0	JAE009-metaspades	NODE_6544_length_3399_cov_34.250598	40.0	3350.0	3310.0	Yes			1	Unknown	deepBGC	0.94151	
JAE009_NODE_6545_0	JAE009-metaspades	NODE_6545_length_3399_cov_32.967105	49.0	3359.0	3310.0	Yes			1	Unknown	deepBGC	0.93811	
JAE009_NODE_6599_0	JAE009-metaspades	NODE_6599_length_3385_cov_2.073273	42.0	3167.0	3125.0	Yes			1	Unknown	deepBGC	0.72506	
JAE009_NODE_666_0	JAE009-metaspades	NODE_666_length_17634_cov_15.585813	3800.0	12955.0	9155.0	Yes			1	Polyketide	deepBGC	0.61535	
JAE009_NODE_670_0	JAE009-metaspades	NODE_670_length_17593_cov_5.742331	152.0	9761.0	9609.0	Yes			1	Unknown	deepBGC	0.81043	
JAE009_NODE_6709_0	JAE009-metaspades	NODE_6709_length_3340_cov_2.612481	44.0	3075.0	3031.0	Yes			1	Unknown	deepBGC	0.60771	
JAE009_NODE_6771_0	JAE009-metaspades	NODE_6771_length_3318_cov_9.920012	186.0	3192.0	3006.0	Yes			1	Unknown	deepBGC	0.91682	
JAE009_NODE_68_0	JAE009-metaspades	NODE_68_length_56166_cov_44.226426	19053.0	39979.0	20928.0	Yes		Yes	2	Terpene	antiSMASH		
JAE009_NODE_680_0	JAE009-metaspades	NODE_680_length_17364_cov_10.974175	2337.0	13090.0	10753.0	Yes			1	Unknown	deepBGC	0.64106	
JAE009_NODE_684_0	JAE009-metaspades	NODE_684_length_17275_cov_8.308362	12161.0	17261.0	5100.0	Yes			1	Unknown	deepBGC	0.63816	
JAE009_NODE_69_0	JAE009-metaspades	NODE_69_length_56022_cov_43.711455	16279.0	37205.0	20928.0			Yes	1	Terpene	antiSMASH		
JAE009_NODE_690_0	JAE009-metaspades	NODE_690_length_17149_cov_11.200246	11492.0	16708.0	5216.0	Yes			1	Unknown	deepBGC	0.65285	
JAE009_NODE_7_0	JAE009-metaspades	NODE_7_length_197579_cov_32.918739	104533.0	111867.0	7334.0	Yes			1	RiPP	deepBGC	0.63828	
JAE009_NODE_7240_0	JAE009-metaspades	NODE_7240_length_3154_cov_6.795418	61.0	3098.0	3037.0	Yes			1	Unknown	deepBGC	0.60396	
JAE009_NODE_757_0	JAE009-metaspades	NODE_757_length_16062_cov_10.722371	223.0	14766.0	14543.0	Yes	Yes		2	RiPP	deepBGC	0.9823	
JAE009_NODE_758_0	JAE009-metaspades	NODE_758_length_16057_cov_11.790214	3.0	15883.0	15880.0		Yes		1	NRP	GECCO	0.9543040585292184	
JAE009_NODE_760_0	JAE009-metaspades	NODE_760_length_16052_cov_5.166844	167.0	15961.0	15794.0	Yes			1	RiPP	deepBGC	0.70055	
JAE009_NODE_770_0	JAE009-metaspades	NODE_770_length_15900_cov_4.848596	8197.0	15801.0	7604.0	Yes			1	RiPP	deepBGC	0.72369	
JAE009_NODE_778_0	JAE009-metaspades	NODE_778_length_15798_cov_10.969002	50.0	10500.0	10450.0	Yes			1	NRP	deepBGC	0.67481	
JAE009_NODE_781_0	JAE009-metaspades	NODE_781_length_15771_cov_6.045622	335.0	10408.0	10073.0	Yes	Yes		2	Polyketide	deepBGC	0.87189	
JAE009_NODE_782_0	JAE009-metaspades	NODE_782_length_15746_cov_5.716972	1989.0	15689.0	13700.0	Yes			1	Unknown	deepBGC	0.65323	
JAE009_NODE_783_0	JAE009-metaspades	NODE_783_length_15723_cov_6.199962	7675.0	15379.0	7704.0	Yes			1	RiPP	deepBGC	0.68732	
JAE009_NODE_808_0	JAE009-metaspades	NODE_808_length_15425_cov_5.142811	4970.0	13201.0	8231.0		Yes		1	Unknown	GECCO	0.9127081335475484	
JAE009_NODE_816_0	JAE009-metaspades	NODE_816_length_15262_cov_11.044059	1801.0	9862.0	8061.0	Yes			1	Unknown	deepBGC	0.68064	
JAE009_NODE_820_0	JAE009-metaspades	NODE_820_length_15215_cov_9.457784	856.0	14265.0	13409.0	Yes			1	Unknown	deepBGC	0.6835	
JAE009_NODE_822_0	JAE009-metaspades	NODE_822_length_15210_cov_9.399670	3635.0	10491.0	6856.0	Yes			1	Unknown	deepBGC	0.67	
JAE009_NODE_844_0	JAE009-metaspades	NODE_844_length_14894_cov_10.854033	8739.0	13464.0	4725.0	Yes			1	RiPP	deepBGC	0.60733	
JAE009_NODE_853_0	JAE009-metaspades	NODE_853_length_14790_cov_13.132677	2570.0	14480.0	11910.0	Yes			1	Unknown	deepBGC	0.61631	
JAE009_NODE_861_0	JAE009-metaspades	NODE_861_length_14732_cov_16.385024	129.0	12724.0	12595.0	Yes			1	Polyketide	deepBGC	0.78482	
JAE009_NODE_874_0	JAE009-metaspades	NODE_874_length_14480_cov_7.451716	794.0	14378.0	13584.0	Yes			1	Unknown	deepBGC	0.74108	
JAE009_NODE_875_0	JAE009-metaspades	NODE_875_length_14469_cov_56.765367	811.0	7938.0	7127.0	Yes			1	Unknown	deepBGC	0.67833	
JAE009_NODE_88_0	JAE009-metaspades	NODE_88_length_52661_cov_14.202334	46074.0	51947.0	5873.0	Yes			1	Unknown	deepBGC	0.63036	
JAE009_NODE_89_1	JAE009-metaspades	NODE_89_length_52604_cov_9.111401	5660.0	28842.0	23182.0	Yes	Yes		2	NRP	GECCO	0.9656992994189596	
JAE009_NODE_92_0	JAE009-metaspades	NODE_92_length_51679_cov_9.887068	26354.0	50538.0	24184.0	Yes			1	Unknown	deepBGC	0.76664	
JAE009_NODE_923_0	JAE009-metaspades	NODE_923_length_13956_cov_41.138191	34.0	10029.0	9995.0	Yes			1	Unknown	deepBGC	0.78604	
JAE009_NODE_928_0	JAE009-metaspades	NODE_928_length_13923_cov_4.568647	130.0	5296.0	5166.0	Yes			1	Unknown	deepBGC	0.76086	
JAE009_NODE_947_0	JAE009-metaspades	NODE_947_length_13790_cov_4.750564	4057.0	13193.0	9136.0	Yes			1	Polyketide	deepBGC	0.72351	
JAE009_NODE_95_0	JAE009-metaspades	NODE_95_length_50732_cov_12.755727	62.0	45947.0	45885.0		Yes		1	NRP	GECCO	0.9901278797430242	
JAE009_NODE_950_0	JAE009-metaspades	NODE_950_length_13780_cov_41.047432	34.0	10031.0	9997.0	Yes			1	Unknown	deepBGC	0.85357	
JAE009_NODE_952_0	JAE009-metaspades	NODE_952_length_13748_cov_10.756226	956.0	10515.0	9559.0	Yes			1	Unknown	deepBGC	0.67763	
JAE009_NODE_962_0	JAE009-metaspades	NODE_962_length_13646_cov_7.794791	217.0	13301.0	13084.0	Yes			1	RiPP	deepBGC	0.88796	
JAE009_NODE_985_0	JAE009-metaspades	NODE_985_length_13378_cov_10.963522	125.0	7397.0	7272.0	Yes			1	Unknown	deepBGC	0.64424	
JAE009_NODE_988_0	JAE009-metaspades	NODE_988_length_13336_cov_4.717491	6851.0	11630.0	4779.0	Yes			1	RiPP	deepBGC	0.65794	
JAE010_NODE_1_0	JAE010-metaspades	NODE_1_length_604854_cov_27.438063	38049.0	41928.0	3879.0	Yes			1	Unknown	deepBGC	0.68185	
JAE010_NODE_10_0	JAE010-metaspades	NODE_10_length_219296_cov_10.539379	90746.0	100543.0	9797.0	Yes			1	Unknown	deepBGC	0.6849	
JAE010_NODE_1019_0	JAE010-metaspades	NODE_1019_length_8972_cov_13.076707	115.0	6141.0	6026.0	Yes			1	RiPP	deepBGC	0.73778	
JAE010_NODE_1058_0	JAE010-metaspades	NODE_1058_length_8783_cov_14.055339	1241.0	5595.0	4354.0	Yes			1	RiPP	deepBGC	0.64017	
JAE010_NODE_1068_0	JAE010-metaspades	NODE_1068_length_8753_cov_12.245574	95.0	7395.0	7300.0	Yes			1	RiPP	deepBGC	0.69918	
JAE010_NODE_11_0	JAE010-metaspades	NODE_11_length_196043_cov_10.285579	72196.0	119767.0	47571.0	Yes			1	Unknown	deepBGC	0.88752	
JAE010_NODE_1126_0	JAE010-metaspades	NODE_1126_length_8539_cov_9.292904	884.0	5953.0	5069.0	Yes			1	Polyketide	deepBGC	0.66507	
JAE010_NODE_114_0	JAE010-metaspades	NODE_114_length_44161_cov_9.548542	20218.0	43055.0	22837.0	Yes			1	Unknown	deepBGC	0.92344	
JAE010_NODE_114_1	JAE010-metaspades	NODE_114_length_44161_cov_9.548542_A	5460.0	16276.0	10816.0	Yes			1	Unknown	deepBGC	0.73198	
JAE010_NODE_1150_0	JAE010-metaspades	NODE_1150_length_8417_cov_10.612174	2592.0	7332.0	4740.0	Yes			1	RiPP	deepBGC	0.62879	
JAE010_NODE_1151_0	JAE010-metaspades	NODE_1151_length_8417_cov_6.530017	143.0	6696.0	6553.0	Yes			1	Other	deepBGC	0.6392	
JAE010_NODE_1159_0	JAE010-metaspades	NODE_1159_length_8391_cov_5.457174	15.0	7426.0	7411.0	Yes			1	Unknown	deepBGC	0.64515	
JAE010_NODE_116_0	JAE010-metaspades	NODE_116_length_42707_cov_8.386570	831.0	42648.0	41817.0	Yes			1	Unknown	deepBGC	0.64978	
JAE010_NODE_1162_0	JAE010-metaspades	NODE_1162_length_8387_cov_2.605377	249.0	6841.0	6592.0		Yes		1	Unknown	GECCO	0.911936817583661	
JAE010_NODE_1163_0	JAE010-metaspades	NODE_1163_length_8378_cov_5.649405	413.0	6403.0	5990.0	Yes			1	Unknown	deepBGC	0.68317	
JAE010_NODE_1229_0	JAE010-metaspades	NODE_1229_length_8139_cov_11.649060	634.0	4500.0	3866.0	Yes			1	Unknown	deepBGC	0.76212	
JAE010_NODE_1241_0	JAE010-metaspades	NODE_1241_length_8080_cov_5.253333	139.0	7044.0	6905.0	Yes			1	RiPP	deepBGC	0.82632	
JAE010_NODE_1269_0	JAE010-metaspades	NODE_1269_length_7961_cov_15.489375	1974.0	7906.0	5932.0	Yes			1	Unknown	deepBGC	0.81742	
JAE010_NODE_127_0	JAE010-metaspades	NODE_127_length_39371_cov_10.883864	23925.0	27269.0	3344.0	Yes			1	Unknown	deepBGC	0.79544	
JAE010_NODE_13_0	JAE010-metaspades	NODE_13_length_172333_cov_10.103890	105252.0	109724.0	4472.0	Yes			1	Polyketide	deepBGC	0.70718	
JAE010_NODE_1305_0	JAE010-metaspades	NODE_1305_length_7829_cov_14.009262	36.0	7093.0	7057.0	Yes			1	Unknown	deepBGC	0.60584	
JAE010_NODE_1310_0	JAE010-metaspades	NODE_1310_length_7812_cov_10.968931	137.0	7630.0	7493.0	Yes			1	Unknown	deepBGC	0.97048	
JAE010_NODE_1311_0	JAE010-metaspades	NODE_1311_length_7811_cov_33.845023	603.0	7587.0	6984.0	Yes			1	Unknown	deepBGC	0.74301	
JAE010_NODE_1312_0	JAE010-metaspades	NODE_1312_length_7809_cov_17.936807	1805.0	7295.0	5490.0	Yes			1	RiPP	deepBGC	0.6778	
JAE010_NODE_1317_0	JAE010-metaspades	NODE_1317_length_7777_cov_6.555297	129.0	6433.0	6304.0	Yes			1	Unknown	deepBGC	0.70683	
JAE010_NODE_1323_0	JAE010-metaspades	NODE_1323_length_7756_cov_3.908324	547.0	7179.0	6632.0	Yes			1	Unknown	deepBGC	0.72069	
JAE010_NODE_1341_0	JAE010-metaspades	NODE_1341_length_7706_cov_6.807476	391.0	7535.0	7144.0	Yes			1	Unknown	deepBGC	0.60902	
JAE010_NODE_1366_0	JAE010-metaspades	NODE_1366_length_7638_cov_15.447976	594.0	7620.0	7026.0	Yes			1	Polyketide	deepBGC	0.88228	
JAE010_NODE_1375_0	JAE010-metaspades	NODE_1375_length_7606_cov_13.553437	434.0	7302.0	6868.0	Yes			1	Unknown	deepBGC	0.71224	
JAE010_NODE_139_0	JAE010-metaspades	NODE_139_length_37107_cov_6.891018	321.0	36703.0	36382.0	Yes	Yes		2	NRP	deepBGC	0.97264	
JAE010_NODE_1391_0	JAE010-metaspades	NODE_1391_length_7556_cov_5.153180	83.0	7406.0	7323.0	Yes			1	RiPP	deepBGC	0.80193	
JAE010_NODE_1399_0	JAE010-metaspades	NODE_1399_length_7521_cov_6.715778	227.0	4782.0	4555.0	Yes			1	Unknown	deepBGC	0.6634	
JAE010_NODE_1402_0	JAE010-metaspades	NODE_1402_length_7506_cov_2.759764	51.0	4674.0	4623.0	Yes			1	RiPP	deepBGC	0.63017	
JAE010_NODE_1426_0	JAE010-metaspades	NODE_1426_length_7454_cov_23.425328	97.0	7192.0	7095.0	Yes			1	RiPP	deepBGC	0.81871	
JAE010_NODE_145_0	JAE010-metaspades	NODE_145_length_36197_cov_6.844060	157.0	35964.0	35807.0	Yes	Yes		2	NRP	deepBGC	0.99581	
JAE010_NODE_1465_0	JAE010-metaspades	NODE_1465_length_7356_cov_10.503904	490.0	7180.0	6690.0	Yes			1	Unknown	deepBGC	0.75117	
JAE010_NODE_1480_0	JAE010-metaspades	NODE_1480_length_7282_cov_14.838384	62.0	3121.0	3059.0	Yes			1	Unknown	deepBGC	0.60857	
JAE010_NODE_1486_0	JAE010-metaspades	NODE_1486_length_7259_cov_10.013604	301.0	5546.0	5245.0	Yes			1	Unknown	deepBGC	0.60863	
JAE010_NODE_1502_0	JAE010-metaspades	NODE_1502_length_7196_cov_11.246044	169.0	7062.0	6893.0	Yes	Yes		2	Polyketide	deepBGC	0.97293	
JAE010_NODE_1504_0	JAE010-metaspades	NODE_1504_length_7186_cov_12.709297	12.0	5995.0	5983.0	Yes			1	Unknown	deepBGC	0.84072	
JAE010_NODE_1508_0	JAE010-metaspades	NODE_1508_length_7175_cov_13.228230	105.0	7159.0	7054.0	Yes			1	RiPP	deepBGC	0.86274	
JAE010_NODE_1515_0	JAE010-metaspades	NODE_1515_length_7155_cov_6.746197	91.0	6572.0	6481.0	Yes			1	Unknown	deepBGC	0.60637	
JAE010_NODE_1530_0	JAE010-metaspades	NODE_1530_length_7101_cov_2.378655	1363.0	7001.0	5638.0	Yes			1	Unknown	deepBGC	0.67135	
JAE010_NODE_1540_0	JAE010-metaspades	NODE_1540_length_7064_cov_35.833500	268.0	5171.0	4903.0	Yes			1	Unknown	deepBGC	0.67607	
JAE010_NODE_1545_0	JAE010-metaspades	NODE_1545_length_7048_cov_11.062205	43.0	6055.0	6012.0	Yes			1	Unknown	deepBGC	0.6975	
JAE010_NODE_1585_0	JAE010-metaspades	NODE_1585_length_6958_cov_7.342460	751.0	6039.0	5288.0	Yes	Yes		2	RiPP	deepBGC	0.92548	
JAE010_NODE_1608_0	JAE010-metaspades	NODE_1608_length_6884_cov_6.611656	149.0	6778.0	6629.0	Yes			1	Unknown	deepBGC	0.72062	
JAE010_NODE_161_0	JAE010-metaspades	NODE_161_length_34289_cov_6.154087	22052.0	33849.0	11797.0	Yes			1	Unknown	deepBGC	0.91041	
JAE010_NODE_1611_0	JAE010-metaspades	NODE_1611_length_6881_cov_38.249634	201.0	6667.0	6466.0	Yes			1	Unknown	deepBGC	0.79364	
JAE010_NODE_1613_0	JAE010-metaspades	NODE_1613_length_6878_cov_35.393522	1388.0	6381.0	4993.0	Yes			1	RiPP	deepBGC	0.78187	
JAE010_NODE_1648_0	JAE010-metaspades	NODE_1648_length_6790_cov_4.014551	595.0	4870.0	4275.0	Yes			1	Unknown	deepBGC	0.62196	
JAE010_NODE_1683_0	JAE010-metaspades	NODE_1683_length_6713_cov_29.129018	34.0	6538.0	6504.0	Yes	Yes		2	RiPP	deepBGC	0.9724	
JAE010_NODE_1699_0	JAE010-metaspades	NODE_1699_length_6682_cov_14.142297	85.0	5149.0	5064.0	Yes			1	Unknown	deepBGC	0.64748	
JAE010_NODE_1704_0	JAE010-metaspades	NODE_1704_length_6666_cov_8.970352	213.0	6511.0	6298.0	Yes			1	RiPP	deepBGC	0.62209	
JAE010_NODE_1768_0	JAE010-metaspades	NODE_1768_length_6494_cov_7.019724	987.0	6243.0	5256.0	Yes			1	Polyketide	deepBGC	0.70873	
JAE010_NODE_1770_0	JAE010-metaspades	NODE_1770_length_6491_cov_25.411902	310.0	4945.0	4635.0	Yes			1	RiPP	deepBGC	0.76301	
JAE010_NODE_1816_0	JAE010-metaspades	NODE_1816_length_6392_cov_2.737889	918.0	6324.0	5406.0	Yes			1	Unknown	deepBGC	0.67628	
JAE010_NODE_1827_0	JAE010-metaspades	NODE_1827_length_6369_cov_6.306145	422.0	5597.0	5175.0	Yes			1	Unknown	deepBGC	0.74052	
JAE010_NODE_1831_0	JAE010-metaspades	NODE_1831_length_6355_cov_10.011111	164.0	6330.0	6166.0	Yes			1	Unknown	deepBGC	0.71552	
JAE010_NODE_1842_0	JAE010-metaspades	NODE_1842_length_6335_cov_15.209554	91.0	4758.0	4667.0	Yes			1	NRP	deepBGC	0.6593	
JAE010_NODE_1863_0	JAE010-metaspades	NODE_1863_length_6295_cov_33.296795	114.0	6241.0	6127.0	Yes			1	RiPP	deepBGC	0.73071	
JAE010_NODE_189_0	JAE010-metaspades	NODE_189_length_29814_cov_23.717296	8821.0	19294.0	10473.0	Yes			1	Polyketide	deepBGC	0.7151	
JAE010_NODE_1958_0	JAE010-metaspades	NODE_1958_length_6116_cov_16.211351	12.0	4576.0	4564.0	Yes			1	Unknown	deepBGC	0.62277	
JAE010_NODE_2_0	JAE010-metaspades	NODE_2_length_393106_cov_28.940341	192108.0	256580.0	64472.0	Yes			1	Unknown	deepBGC	0.80121	
JAE010_NODE_20_1	JAE010-metaspades	NODE_20_length_134689_cov_29.085172	106117.0	119516.0	13399.0	Yes			1	Unknown	deepBGC	0.70567	
JAE010_NODE_20_0	JAE010-metaspades	NODE_20_length_134689_cov_29.085172_A	125008.0	132103.0	7095.0	Yes			1	RiPP	deepBGC	0.67065	
JAE010_NODE_2015_0	JAE010-metaspades	NODE_2015_length_6013_cov_14.566801	145.0	3687.0	3542.0	Yes			1	Unknown	deepBGC	0.80358	
JAE010_NODE_2082_0	JAE010-metaspades	NODE_2082_length_5900_cov_39.519247	123.0	4207.0	4084.0	Yes			1	Unknown	deepBGC	0.76348	
JAE010_NODE_2083_0	JAE010-metaspades	NODE_2083_length_5900_cov_15.366638	66.0	4564.0	4498.0	Yes			1	Unknown	deepBGC	0.72034	
JAE010_NODE_209_0	JAE010-metaspades	NODE_209_length_27998_cov_6.724189	653.0	26944.0	26291.0	Yes	Yes		2	Polyketide	deepBGC	0.91666	
JAE010_NODE_21_0	JAE010-metaspades	NODE_21_length_132868_cov_25.075527	12113.0	27027.0	14914.0	Yes			1	RiPP	deepBGC	0.64749	
JAE010_NODE_2103_0	JAE010-metaspades	NODE_2103_length_5875_cov_22.112371	1396.0	5378.0	3982.0	Yes			1	Unknown	deepBGC	0.6526	
JAE010_NODE_2113_0	JAE010-metaspades	NODE_2113_length_5863_cov_7.625172	833.0	5399.0	4566.0	Yes			1	Unknown	deepBGC	0.64918	
JAE010_NODE_2123_0	JAE010-metaspades	NODE_2123_length_5845_cov_4.308808	775.0	4554.0	3779.0	Yes			1	Unknown	deepBGC	0.73921	
JAE010_NODE_213_1	JAE010-metaspades	NODE_213_length_27654_cov_9.990217	642.0	8297.0	7655.0	Yes			1	Unknown	deepBGC	0.64746	
JAE010_NODE_213_0	JAE010-metaspades	NODE_213_length_27654_cov_9.990217_A	10830.0	15873.0	5043.0	Yes			1	RiPP	deepBGC	0.6118	
